id,Csharp,Dsharp,Z,Fsharp,Gsharp,Asharp,C,D,E,F,G,A,B,timestamp,chord,espId
11883,1,0,1,0,1,0,1,0,0,1,1,0,0,2025-09-04 11:30:22,1,mega
11884,1,0,1,0,1,1,1,0,0,1,0,0,0,2025-09-04 11:30:22,1,mega
11885,1,0,1,0,1,1,1,0,1,1,0,0,0,2025-09-04 11:30:22,1,mega
11886,1,0,1,0,1,1,1,0,0,1,0,0,0,2025-09-04 11:30:22,1,mega
11887,0,1,1,0,1,1,1,0,0,1,0,0,0,2025-09-04 11:30:22,1,mega
11888,0,1,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:30:22,1,mega
11889,1,1,1,0,0,1,1,0,0,1,0,0,0,2025-09-04 11:30:22,1,mega
11890,1,0,1,0,0,0,1,0,0,1,0,0,0,2025-09-04 11:30:23,1,mega
11891,1,0,1,0,0,0,1,0,1,1,0,0,0,2025-09-04 11:30:23,1,mega
11892,1,0,1,0,0,0,1,1,1,1,0,0,0,2025-09-04 11:30:23,1,mega
11893,0,0,1,0,0,0,1,1,0,1,0,0,0,2025-09-04 11:30:23,1,mega
11894,1,1,1,0,0,0,1,1,0,1,0,0,0,2025-09-04 11:30:23,1,mega
11895,1,1,1,0,0,0,1,0,0,1,0,0,0,2025-09-04 11:30:23,1,mega
11896,1,0,1,0,0,0,1,0,0,1,0,0,0,2025-09-04 11:30:24,1,mega
11897,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-09-04 11:30:24,1,mega
11898,1,1,1,0,1,0,1,1,0,1,0,0,0,2025-09-04 11:30:24,1,mega
11899,1,0,1,0,1,0,1,0,0,1,0,1,0,2025-09-04 11:30:24,1,mega
11900,1,0,1,0,1,0,1,0,1,1,0,1,0,2025-09-04 11:30:24,1,mega
11901,0,0,1,0,1,0,1,0,1,1,0,1,0,2025-09-04 11:30:25,1,mega
11902,0,0,1,0,0,0,1,0,0,1,0,1,1,2025-09-04 11:30:25,1,mega
11903,1,0,1,0,1,1,1,0,0,1,0,1,0,2025-09-04 11:30:25,1,mega
11904,1,0,1,0,1,1,0,0,0,1,0,1,0,2025-09-04 11:30:25,1,mega
11905,1,0,1,0,0,1,0,0,0,1,0,1,0,2025-09-04 11:30:25,1,mega
11906,1,0,1,0,0,1,0,0,0,1,1,1,0,2025-09-04 11:30:25,1,mega
11907,0,0,1,0,0,1,0,1,0,1,1,1,0,2025-09-04 11:30:26,1,mega
11908,0,0,1,0,0,0,0,0,0,1,1,1,0,2025-09-04 11:30:26,1,mega
11909,0,0,1,0,0,0,1,0,0,1,1,1,0,2025-09-04 11:30:26,1,mega
11910,0,0,1,0,0,0,1,0,1,1,1,1,1,2025-09-04 11:30:26,1,mega
11911,0,0,1,0,0,1,1,0,1,1,1,1,1,2025-09-04 11:30:26,1,mega
11912,0,0,1,0,0,1,1,0,0,1,1,1,1,2025-09-04 11:30:27,1,mega
11913,0,0,1,0,0,1,1,0,1,1,1,1,1,2025-09-04 11:30:27,1,mega
11914,0,0,1,0,0,1,1,0,0,1,1,1,1,2025-09-04 11:30:27,1,mega
11915,0,0,1,0,0,1,1,0,0,1,0,1,1,2025-09-04 11:30:28,1,mega
11916,0,0,1,0,0,1,1,0,0,1,0,1,0,2025-09-04 11:30:28,1,mega
11917,0,0,1,0,0,1,1,1,0,1,0,1,1,2025-09-04 11:30:29,1,mega
11918,0,0,1,0,0,1,1,1,0,1,0,1,0,2025-09-04 11:30:29,1,mega
11919,1,0,1,0,0,1,1,0,0,1,0,1,0,2025-09-04 11:30:29,1,mega
11920,0,0,1,1,0,1,1,0,0,1,0,1,0,2025-09-04 11:30:29,1,mega
11921,0,0,1,0,0,1,1,0,0,1,0,1,0,2025-09-04 11:30:29,1,mega
11922,0,0,1,0,1,1,1,0,0,1,0,1,0,2025-09-04 11:30:30,1,mega
11923,0,0,1,1,1,1,1,0,0,1,0,1,0,2025-09-04 11:30:30,1,mega
11924,0,0,1,1,0,1,1,0,0,1,0,0,0,2025-09-04 11:30:30,1,mega
11925,0,0,1,1,0,1,1,0,0,1,0,1,0,2025-09-04 11:30:31,1,mega
11926,1,0,1,0,0,1,1,0,0,1,0,1,0,2025-09-04 11:30:31,1,mega
11927,0,0,1,0,0,1,1,0,0,1,0,1,0,2025-09-04 11:30:31,1,mega
11928,1,0,1,0,0,0,1,0,0,1,0,1,0,2025-09-04 11:30:32,1,mega
11929,1,0,1,0,0,0,1,0,0,1,0,0,0,2025-09-04 11:30:32,1,mega
11930,0,0,1,0,0,0,1,0,0,1,0,0,0,2025-09-04 11:30:32,1,mega
11931,0,0,1,0,0,0,1,0,0,1,1,0,0,2025-09-04 11:30:32,1,mega
11932,0,0,1,0,0,1,1,0,0,1,0,0,0,2025-09-04 11:30:32,1,mega
11933,0,0,1,0,0,1,1,1,0,1,0,0,0,2025-09-04 11:30:32,1,mega
11934,0,0,1,0,0,1,1,0,0,1,0,0,0,2025-09-04 11:30:33,1,mega
11935,1,0,1,0,0,1,1,0,0,1,0,0,0,2025-09-04 11:30:33,1,mega
11936,1,0,1,1,0,1,1,0,0,1,0,0,0,2025-09-04 11:30:34,1,mega
11937,1,0,1,1,0,1,1,0,0,1,1,0,0,2025-09-04 11:30:34,1,mega
11938,1,0,1,0,0,1,1,0,0,1,0,0,1,2025-09-04 11:30:35,1,mega
11939,1,1,1,0,0,1,1,0,0,1,0,0,1,2025-09-04 11:30:35,1,mega
11940,0,1,1,0,0,1,1,0,0,1,0,0,1,2025-09-04 11:30:35,1,mega
11941,0,0,1,0,0,1,1,0,0,1,0,0,1,2025-09-04 11:30:36,1,mega
11942,0,1,1,0,0,1,1,0,0,1,0,0,1,2025-09-04 11:30:36,1,mega
11943,0,1,1,0,0,1,1,0,0,1,0,1,1,2025-09-04 11:30:36,1,mega
11944,0,0,1,1,0,1,1,0,0,1,0,0,1,2025-09-04 11:30:36,1,mega
11945,0,0,1,1,0,1,1,0,1,1,0,1,1,2025-09-04 11:30:37,1,mega
11946,0,0,1,1,0,1,1,0,0,1,0,1,1,2025-09-04 11:30:37,1,mega
11947,0,0,1,0,0,1,1,0,0,1,0,1,1,2025-09-04 11:30:37,1,mega
11948,1,0,1,0,0,0,1,0,0,1,0,1,1,2025-09-04 11:30:38,1,mega
11949,0,1,1,1,0,0,1,0,0,1,0,1,1,2025-09-04 11:30:38,1,mega
11950,0,0,1,0,0,0,1,0,0,1,0,1,1,2025-09-04 11:30:38,1,mega
11951,0,0,1,1,0,0,1,0,0,1,0,1,1,2025-09-04 11:30:38,1,mega
11952,1,0,1,0,0,0,1,0,0,1,0,1,1,2025-09-04 11:30:38,1,mega
11953,0,0,1,0,0,0,1,0,0,1,0,1,1,2025-09-04 11:30:39,1,mega
11954,0,0,1,0,1,0,1,0,0,1,0,1,1,2025-09-04 11:30:39,1,mega
11955,0,0,1,0,1,1,1,0,0,1,0,1,1,2025-09-04 11:30:39,1,mega
11956,0,0,1,0,1,1,1,0,0,1,1,1,1,2025-09-04 11:30:40,1,mega
11957,0,0,1,1,1,1,1,0,0,1,1,1,1,2025-09-04 11:30:42,1,mega
11958,0,0,1,1,0,1,1,0,0,1,1,1,1,2025-09-04 11:30:42,1,mega
11959,0,0,1,1,0,1,1,0,0,1,1,0,1,2025-09-04 11:30:42,1,mega
11960,0,0,1,0,0,1,1,1,1,1,1,0,1,2025-09-04 11:30:43,1,mega
11961,0,0,1,0,0,1,1,0,1,1,1,0,1,2025-09-04 11:30:43,1,mega
11962,1,0,1,0,0,1,1,0,1,1,1,1,1,2025-09-04 11:30:43,1,mega
11963,1,0,1,0,0,1,1,0,0,1,1,1,1,2025-09-04 11:30:45,1,mega
11964,0,0,1,0,1,1,1,0,0,1,1,1,1,2025-09-04 11:30:45,1,mega
11965,0,0,1,0,0,1,1,0,0,1,1,1,1,2025-09-04 11:30:45,1,mega
11966,0,0,1,0,1,1,1,0,0,1,0,1,1,2025-09-04 11:30:46,1,mega
11967,0,0,1,0,1,1,1,0,0,1,1,1,1,2025-09-04 11:30:46,1,mega
11968,0,0,1,1,0,1,1,0,0,1,0,1,1,2025-09-04 11:30:47,1,mega
11969,0,0,1,0,0,1,1,0,0,1,0,1,1,2025-09-04 11:30:47,1,mega
11970,0,0,1,0,0,0,1,0,0,1,0,1,1,2025-09-04 11:30:48,1,mega
11971,0,0,1,0,1,0,1,0,0,1,0,1,1,2025-09-04 11:30:48,1,mega
11972,0,0,1,0,1,0,1,0,1,1,0,1,1,2025-09-04 11:30:48,1,mega
11973,0,0,1,0,1,1,1,0,0,1,1,1,1,2025-09-04 11:30:48,1,mega
11974,0,0,1,0,1,0,1,0,0,1,1,1,1,2025-09-04 11:30:48,1,mega
11975,0,0,1,0,1,0,1,0,0,1,1,0,1,2025-09-04 11:30:49,1,mega
11976,0,0,1,0,1,0,1,0,0,1,0,0,1,2025-09-04 11:30:50,1,mega
11977,0,0,1,0,0,1,1,0,1,1,0,0,1,2025-09-04 11:30:50,1,mega
11978,1,0,1,0,0,1,1,0,1,1,0,0,1,2025-09-04 11:30:50,1,mega
11979,1,1,1,0,0,1,1,0,1,1,0,0,1,2025-09-04 11:30:50,1,mega
11980,1,0,1,0,0,0,1,0,1,1,0,1,1,2025-09-04 11:30:50,1,mega
11981,1,0,1,1,0,0,1,0,1,1,0,1,1,2025-09-04 11:30:50,1,mega
11982,0,0,1,1,0,0,1,0,0,1,0,0,1,2025-09-04 11:30:50,1,mega
11983,0,0,1,1,1,0,1,0,1,1,0,1,1,2025-09-04 11:30:51,1,mega
11984,0,0,1,1,0,0,1,0,1,1,1,1,1,2025-09-04 11:30:51,1,mega
11985,0,0,1,1,1,0,1,0,1,1,0,0,1,2025-09-04 11:30:51,1,mega
11986,0,0,1,0,1,0,1,0,1,1,0,0,1,2025-09-04 11:30:51,1,mega
11987,0,0,1,0,1,0,1,0,0,1,0,0,1,2025-09-04 11:30:51,1,mega
11988,0,0,1,0,1,0,1,0,0,1,0,1,1,2025-09-04 11:30:51,1,mega
11989,0,0,1,0,1,0,1,0,0,1,0,0,1,2025-09-04 11:30:52,1,mega
11990,0,1,1,0,1,0,1,0,0,1,0,0,1,2025-09-04 11:30:52,1,mega
11991,0,0,1,0,1,0,1,0,1,1,0,0,1,2025-09-04 11:30:52,1,mega
11992,0,0,1,0,1,0,1,0,0,1,0,0,1,2025-09-04 11:30:52,1,mega
11993,0,0,1,0,1,0,1,0,0,1,1,0,1,2025-09-04 11:30:54,1,mega
11994,0,0,1,1,1,0,1,0,0,1,0,0,1,2025-09-04 11:30:55,1,mega
11995,1,0,1,1,0,0,1,0,0,1,0,0,1,2025-09-04 11:30:55,1,mega
11996,1,0,1,1,0,1,1,0,0,1,0,0,1,2025-09-04 11:30:55,1,mega
11997,1,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:30:55,1,mega
11998,0,0,1,1,0,0,1,0,1,1,0,0,1,2025-09-04 11:30:55,1,mega
11999,0,0,1,1,0,1,1,0,1,1,0,0,1,2025-09-04 11:30:55,1,mega
12000,0,0,1,0,0,0,1,0,1,1,0,0,1,2025-09-04 11:30:55,1,mega
12001,1,0,1,0,0,0,1,0,1,1,0,0,1,2025-09-04 11:30:55,1,mega
12002,1,0,1,0,0,1,1,0,1,1,0,0,1,2025-09-04 11:30:56,1,mega
12003,1,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:30:56,1,mega
12004,1,0,1,0,0,0,1,0,1,1,0,0,1,2025-09-04 11:30:56,1,mega
12005,1,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:30:56,1,mega
12006,1,0,1,0,0,1,1,0,0,1,0,0,1,2025-09-04 11:30:56,1,mega
12007,1,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:30:56,1,mega
12008,1,0,1,0,0,1,1,0,0,1,0,0,1,2025-09-04 11:30:56,1,mega
12009,1,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:30:57,1,mega
12010,1,0,1,0,0,0,1,0,1,1,0,0,1,2025-09-04 11:30:57,1,mega
12011,1,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:30:58,1,mega
12012,0,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:30:59,1,mega
12013,0,0,1,0,0,1,1,0,0,1,0,0,1,2025-09-04 11:31:00,1,mega
12014,0,1,1,0,0,1,1,0,0,1,0,0,1,2025-09-04 11:31:00,1,mega
12015,0,1,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:31:01,1,mega
12016,1,1,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:31:02,1,mega
12017,0,1,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:31:04,1,mega
12018,0,1,1,0,0,0,1,0,1,1,0,0,1,2025-09-04 11:31:05,1,mega
12019,0,1,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:31:05,1,mega
12020,0,0,1,0,0,1,1,0,0,1,0,0,1,2025-09-04 11:31:05,1,mega
12021,0,0,1,0,0,1,1,0,1,1,0,0,1,2025-09-04 11:31:05,1,mega
12022,0,0,1,0,0,1,1,0,0,1,0,0,1,2025-09-04 11:31:05,1,mega
12023,0,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:31:05,1,mega
12024,0,0,1,0,0,1,1,0,1,1,0,0,1,2025-09-04 11:31:06,1,mega
12025,0,0,1,0,0,0,1,0,1,1,0,0,1,2025-09-04 11:31:06,1,mega
12026,0,0,1,0,0,0,1,0,1,1,0,0,0,2025-09-04 11:31:06,1,mega
12027,0,0,1,0,0,1,1,0,0,1,0,0,0,2025-09-04 11:31:06,1,mega
12028,0,0,1,0,0,1,0,0,0,1,1,0,1,2025-09-04 11:31:06,1,mega
12029,0,0,1,0,0,1,0,0,1,1,1,0,1,2025-09-04 11:31:07,1,mega
12030,0,0,1,0,1,1,0,0,0,1,1,0,1,2025-09-04 11:31:07,1,mega
12031,0,0,1,0,1,0,0,1,0,1,0,0,1,2025-09-04 11:31:07,1,mega
12032,0,0,1,0,0,0,0,1,0,1,0,0,1,2025-09-04 11:31:07,1,mega
12033,0,1,1,0,0,0,0,0,0,1,0,1,1,2025-09-04 11:31:07,1,mega
12034,0,1,1,0,1,1,0,0,0,1,0,1,1,2025-09-04 11:31:07,1,mega
12035,0,1,1,0,1,1,0,0,0,1,0,0,1,2025-09-04 11:31:07,1,mega
12036,0,1,1,0,1,0,0,0,0,1,0,0,1,2025-09-04 11:31:08,1,mega
12037,0,1,1,0,1,1,0,0,0,1,0,0,1,2025-09-04 11:31:09,1,mega
12038,0,0,1,0,0,1,0,0,1,1,0,0,1,2025-09-04 11:31:09,1,mega
12039,0,1,1,0,1,0,0,0,1,1,0,0,1,2025-09-04 11:31:09,1,mega
12040,0,1,1,0,0,0,0,0,1,1,0,0,1,2025-09-04 11:31:09,1,mega
12041,0,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 11:31:09,1,mega
12042,0,1,1,0,0,0,1,0,1,1,0,0,1,2025-09-04 11:31:10,1,mega
12043,0,1,1,0,0,0,0,0,1,1,0,0,1,2025-09-04 11:31:10,1,mega
12044,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:31:10,1,mega
12045,0,0,1,0,0,1,0,0,0,1,0,0,1,2025-09-04 11:31:10,1,mega
12046,0,1,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:31:11,1,mega
12047,0,1,1,1,1,0,0,0,0,1,0,0,1,2025-09-04 11:31:11,1,mega
12048,1,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:31:11,1,mega
12049,0,0,1,1,0,0,0,0,1,1,1,0,1,2025-09-04 11:31:11,1,mega
12050,0,0,1,0,0,0,0,0,1,1,1,0,1,2025-09-04 11:31:11,1,mega
12051,0,0,1,0,0,0,0,0,0,1,1,0,1,2025-09-04 11:31:11,1,mega
12052,0,0,1,0,0,1,0,0,0,1,0,0,1,2025-09-04 11:31:11,1,mega
12053,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:31:11,1,mega
12054,0,0,1,0,0,1,0,0,0,1,0,0,1,2025-09-04 11:31:12,1,mega
12055,1,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:31:12,1,mega
12056,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:31:12,1,mega
12057,0,0,1,0,0,1,0,0,0,1,0,0,1,2025-09-04 11:31:13,1,mega
12058,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:31:14,1,mega
12059,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:41:01,1,mega
12060,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:41:01,1,mega
12061,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:47:22,1,mega
12062,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:47:23,1,mega
12063,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:47:30,1,mega
12064,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:47:31,1,mega
12065,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:48:19,1,mega
12066,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:48:19,1,mega
12067,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:49:31,1,mega
12068,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:49:32,1,mega
12069,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:50:21,1,mega
12070,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:50:22,1,mega
12071,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:51:14,1,mega
12072,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:51:15,1,mega
12073,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:53:30,1,mega
12074,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:53:31,1,mega
12075,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:54:02,1,mega
12076,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:54:03,1,mega
12077,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:56:27,1,mega
12078,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:56:27,1,mega
12079,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:56:32,1,mega
12080,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:56:32,1,mega
12081,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:56:34,1,mega
12082,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:56:34,1,mega
12083,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:56:38,1,mega
12084,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:56:38,1,mega
12085,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:56:42,1,mega
12086,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:56:53,1,mega
12087,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 11:58:42,1,mega
12088,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 11:58:42,1,mega
12089,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 12:00:34,1,mega
12090,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:00:35,1,mega
12091,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 12:05:23,1,mega
12092,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:05:24,1,mega
12093,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 12:06:01,1,mega
12094,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:06:02,1,mega
12095,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 12:06:21,1,mega
12096,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:06:21,1,mega
12097,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-04 12:07:13,1,mega
12098,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:14,1,mega
12099,0,0,1,0,0,1,0,0,0,1,0,0,1,2025-09-04 12:07:14,1,mega
12100,0,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 12:07:19,1,mega
12101,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:19,1,mega
12102,0,1,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:20,1,mega
12103,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:20,1,mega
12104,0,0,1,0,0,1,0,0,0,1,1,0,1,2025-09-04 12:07:20,1,mega
12105,0,0,1,0,0,0,0,0,0,1,1,0,1,2025-09-04 12:07:20,1,mega
12106,0,0,1,0,0,1,0,0,0,1,1,0,1,2025-09-04 12:07:21,1,mega
12107,0,0,1,0,0,0,0,0,0,1,1,0,1,2025-09-04 12:07:21,1,mega
12108,0,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 12:07:21,1,mega
12109,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:22,1,mega
12110,0,0,1,0,0,0,0,0,0,1,1,0,1,2025-09-04 12:07:22,1,mega
12111,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:22,1,mega
12112,0,0,1,0,0,0,0,0,0,1,1,0,1,2025-09-04 12:07:23,1,mega
12113,0,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:23,1,mega
12114,0,0,1,1,0,0,0,1,0,1,0,0,1,2025-09-04 12:07:23,1,mega
12115,0,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:23,1,mega
12116,1,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:23,1,mega
12117,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:24,1,mega
12118,0,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:24,1,mega
12119,0,0,1,1,0,0,0,0,0,1,1,0,1,2025-09-04 12:07:24,1,mega
12120,0,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:24,1,mega
12121,1,0,1,0,0,0,0,0,0,1,1,0,1,2025-09-04 12:07:24,1,mega
12122,0,0,1,0,0,0,0,0,0,1,1,0,1,2025-09-04 12:07:25,1,mega
12123,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:25,1,mega
12124,0,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:25,1,mega
12125,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:25,1,mega
12126,0,1,1,0,1,0,0,0,0,1,0,0,1,2025-09-04 12:07:26,1,mega
12127,0,1,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:26,1,mega
12128,1,1,1,0,0,0,0,0,0,1,0,1,1,2025-09-04 12:07:26,1,mega
12129,1,1,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:26,1,mega
12130,0,0,1,0,0,1,0,0,0,1,0,0,1,2025-09-04 12:07:26,1,mega
12131,0,0,1,0,0,1,0,0,0,1,0,1,1,2025-09-04 12:07:26,1,mega
12132,0,0,1,0,0,0,0,0,0,1,0,1,1,2025-09-04 12:07:27,1,mega
12133,0,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:27,1,mega
12134,0,0,1,1,0,0,1,0,0,1,0,0,1,2025-09-04 12:07:27,1,mega
12135,0,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:27,1,mega
12136,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:28,1,mega
12137,0,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:28,1,mega
12138,0,0,1,1,0,0,0,0,0,1,1,0,1,2025-09-04 12:07:28,1,mega
12139,0,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:28,1,mega
12140,1,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:28,1,mega
12141,0,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:29,1,mega
12142,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:29,1,mega
12143,0,0,1,0,0,1,0,0,0,1,0,0,1,2025-09-04 12:07:29,1,mega
12144,1,0,1,0,0,1,0,0,0,1,0,0,1,2025-09-04 12:07:30,1,mega
12145,1,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:30,1,mega
12146,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:30,1,mega
12147,0,0,1,0,0,1,0,0,0,1,1,0,1,2025-09-04 12:07:30,1,mega
12148,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:31,1,mega
12149,0,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 12:07:31,1,mega
12150,0,0,1,0,0,1,1,0,0,1,0,0,1,2025-09-04 12:07:31,1,mega
12151,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:31,1,mega
12152,0,0,1,0,0,1,0,0,1,1,0,0,1,2025-09-04 12:07:32,1,mega
12153,0,0,1,0,0,0,0,0,1,1,0,0,1,2025-09-04 12:07:32,1,mega
12154,0,0,1,0,0,1,0,0,1,1,0,0,1,2025-09-04 12:07:32,1,mega
12155,0,0,1,0,0,0,0,0,1,1,0,0,1,2025-09-04 12:07:32,1,mega
12156,1,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 12:07:32,1,mega
12157,0,0,1,0,0,0,1,1,0,1,0,0,1,2025-09-04 12:07:32,1,mega
12158,1,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 12:07:32,1,mega
12159,0,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 12:07:33,1,mega
12160,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:33,1,mega
12161,1,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:33,1,mega
12162,1,0,1,0,0,0,0,1,0,1,0,0,1,2025-09-04 12:07:33,1,mega
12163,1,0,1,0,0,0,1,1,0,1,0,0,1,2025-09-04 12:07:33,1,mega
12164,1,0,1,0,0,0,0,1,0,1,0,0,1,2025-09-04 12:07:33,1,mega
12165,1,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 12:07:34,1,mega
12166,0,0,1,0,0,0,1,0,0,1,0,0,1,2025-09-04 12:07:34,1,mega
12167,0,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:34,1,mega
12168,0,0,1,0,0,0,0,0,1,1,0,0,1,2025-09-04 12:07:34,1,mega
12169,0,0,1,0,0,0,0,0,1,1,0,1,1,2025-09-04 12:07:35,1,mega
12170,0,0,1,0,0,0,0,0,0,1,0,1,1,2025-09-04 12:07:35,1,mega
12171,0,0,1,0,0,1,0,0,0,1,0,1,1,2025-09-04 12:07:35,1,mega
12172,0,0,1,0,0,1,0,0,1,1,0,0,1,2025-09-04 12:07:35,1,mega
12173,0,0,1,0,0,1,0,0,0,1,0,0,1,2025-09-04 12:07:35,1,mega
12174,0,0,1,0,0,0,0,0,1,1,0,0,1,2025-09-04 12:07:36,1,mega
12175,0,1,1,0,0,0,0,0,1,1,0,0,1,2025-09-04 12:07:36,1,mega
12176,0,1,1,0,0,0,0,0,0,1,0,0,1,2025-09-04 12:07:36,1,mega
12177,0,1,1,0,0,0,0,0,1,1,0,0,1,2025-09-04 12:07:36,1,mega
12178,0,0,1,0,0,0,0,0,1,1,0,0,1,2025-09-04 12:07:36,1,mega
