participant_id,condition,phase,item,value,item_label,is_reverse,construct,block_position,timestamps
7974C,C,post,B_6,2.0,B6 overload,True,Intermediality Index,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_7,4.0,B7 expectation match,False,Mismatch Index,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_8,4.0,B8 interpretation change,False,Mismatch Index,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_9,6.0,B9 plausible causal story,False,,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_10,2.0,B10 system autonomy,False,,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_11,7.0,B11 relied on visual cues,False,,3,2026-01-07 19:14:09.083073+00:00
7974C,C,post,B_12,5.0,B12 relied on theory cues,False,,3,2026-01-07 19:14:09.083073+00:00
7974C,A,end,rank,2.0,Preference rank (1=best),False,,2,2026-01-07 19:23:33.339269+00:00
7974C,B,end,rank,3.0,Preference rank (1=best),False,,1,2026-01-07 19:23:33.339269+00:00
7974C,C,end,rank,1.0,Preference rank (1=best),False,,3,2026-01-07 19:23:33.339269+00:00
7974C,C,end,most_intermedial,1.0,Most intermedial,False,,3,2026-01-07 19:23:33.339269+00:00
7974C,A,end,biggest_mismatch,1.0,Biggest mismatch,False,,2,2026-01-07 19:23:33.339269+00:00
5747E,A,post,B_1,6.0,B1 same-process,False,Intermediality Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_2,5.0,B2 balanced modalities,False,Intermediality Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_3,5.0,B3 coherent/legible relationship,False,Intermediality Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_4,5.0,B4 constructive interference,False,Intermediality Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_5,2.0,B5 destructive interference,True,Intermediality Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_6,2.0,B6 overload,True,Intermediality Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_7,4.0,B7 expectation match,False,Mismatch Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_8,7.0,B8 interpretation change,False,Mismatch Index,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_9,1.0,B9 plausible causal story,False,,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_10,4.0,B10 system autonomy,False,,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_11,5.0,B11 relied on visual cues,False,,2,2026-01-09 15:45:07.387908+00:00
5747E,A,post,B_12,1.0,B12 relied on theory cues,False,,2,2026-01-09 15:45:07.387908+00:00
5747E,B,pre,A_1,6.0,A1 satisfaction,False,,3,2026-01-09 15:58:02.468160+00:00
5747E,B,pre,A_2,3.0,A2 intention clarity,False,Agency Index,3,2026-01-09 15:58:02.468160+00:00
5747E,B,pre,A_3,4.0,A3 steerability,False,Agency Index,3,2026-01-09 15:58:02.468160+00:00
5747E,B,pre,A_4,4.0,A4 interface workable,False,Agency Index,3,2026-01-09 15:58:02.468160+00:00
5747E,B,pre,A_5,4.0,A5 useful surprise,False,,3,2026-01-09 15:58:02.468160+00:00
5747E,B,pre,A_6,2.0,A6 frustrating unpredictability,True,Agency Index,3,2026-01-09 15:58:02.468160+00:00
5747E,B,pre,A_7,2.0,A7 others would find interesting,False,,3,2026-01-09 15:58:02.468160+00:00
5747E,B,post,B_1,3.0,B1 same-process,False,Intermediality Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_2,2.0,B2 balanced modalities,False,Intermediality Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_3,5.0,B3 coherent/legible relationship,False,Intermediality Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_4,4.0,B4 constructive interference,False,Intermediality Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_5,4.0,B5 destructive interference,True,Intermediality Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_6,2.0,B6 overload,True,Intermediality Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_7,4.0,B7 expectation match,False,Mismatch Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_8,6.0,B8 interpretation change,False,Mismatch Index,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_9,2.0,B9 plausible causal story,False,,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_10,4.0,B10 system autonomy,False,,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_11,2.0,B11 relied on visual cues,False,,3,2026-01-09 16:03:51.631122+00:00
5747E,B,post,B_12,1.0,B12 relied on theory cues,False,,3,2026-01-09 16:03:51.631122+00:00
5747E,A,end,rank,2.0,Preference rank (1=best),False,,2,2026-01-09 16:12:00.380092+00:00
5747E,B,end,rank,3.0,Preference rank (1=best),False,,3,2026-01-09 16:12:00.380092+00:00
5747E,C,end,rank,1.0,Preference rank (1=best),False,,1,2026-01-09 16:12:00.380092+00:00
5747E,C,end,most_intermedial,1.0,Most intermedial,False,,1,2026-01-09 16:12:00.380092+00:00
5747E,B,end,biggest_mismatch,1.0,Biggest mismatch,False,,3,2026-01-09 16:12:00.380092+00:00
